doi,scopus_eid,scopus_citas,scopus_tipo_doc,scopus_keywords,scopus_abstract,scopus_issn,scopus_revista
10.1016/J.IJDRR.2021.102356,2-s2.0-85107958413,2,Article,Community; Emergency government; Long-term recover; Neoliberalism; Urban design,"In this article, it was analyzed the long-term disaster recovery after the earthquake and tsunami that affected Talcahuano, Chile in February 2010. Under the assumption that disaster governance is neither politically nor discursively neuter, the aim of this article is to describe the long-term recovery process of Talcahuano, where urban planning was adjusted to the political neoliberal frame. We used a unique-case study. There were considered 7 maps that show longitudinally the changes in Talcahuano's city design. There are maps about tsunami risk zones and landslide risk zones. Additionally, there were used 25 interviews to complement the recovery process. The results show that Talcahuano experienced post disaster changes in urban planning in line with neoliberal politics. The changes can be seen in the enlargement of commercial and residential zones. In some cases, the new building zones overlap in potentially risky zones of coastline and hills. The conclusions of the study show there is a recovery in terms of rebuilding and the organization of its local governance in emergency responses. Nevertheless, it was not able to avoid the general frame given by neoliberal regime. For more than a decade, the post-disaster recovery process favors the market growth and partially omit the local community participation in decision-making about the city design. The study case about 2010 earthquake in Talcahuano, Chile, contributes to observe long-term recovery as complex processes where the political regime aspects should be included in the analysis.",22124209,International Journal of Disaster Risk Reduction
10.22196/rp.v27i1.8534,NA,NA,NA,NA,NA,NA,NA
10.25074/07198051.44.2939,NA,NA,NA,NA,NA,NA,NA
10.59927/sig.v13i1.98,NA,NA,NA,NA,NA,NA,NA
https://doi.org/10.5354/0719-0527.2023.72144,NA,NA,NA,NA,NA,NA,NA
10.5354/0719-0527.2023.72146,2-s2.0-85175481771,0,Editorial,NA,NA,07180527,Revista Mad
10.1590/2238-38752019V1012,2-s2.0-85086273533,5,Article,Centre/periphery; Functional differentiation; Latin America; Networks; Niklas Luhmann; Stratification; Systems theory,"In this article we argue that functional differentiation, the prevalent form of social organisation in world society, was not a European imposition on America, since it had yet to take place at the moment when the two regional societies came into contact. Functional differentiation emerged from the relationship between Europe and America. Moreover, multilayered networks also became formed, co-evolving with functional differentiation in America and giving a particular character to American differentiation. Setting out from Niklas Luhmann's concept of functional differentiation and a historical-evolutionary analysis of the process of differentiation in America, we identify particular moments of this development and its main features. We conclude that Latin American sociology requires the adoption of an evolutionary approach to society to decentralize its vision from the present, escape the methodological nationalism that characterizes it, and transform itself into the sociology of world society.",22383875,Sociologia e Antropologia
10.1108/qaoa-04-2024-0021,2-s2.0-105002559341,0,Article,Mexico; Older adults; Subjective well-being,"Purpose: Mexico is going through an accelerated increment of the older adults population, which added to the conditions of poverty, places them in a high degree of vulnerability. Bearing this in mind, the aim of this paper is to identify which categories or factors generate the perception of subjective well-being (SWB) in older adults in Mexico. Design/methodology/approach: This qualitative study was carried out in four Mexican states: Mexico City, Tamaulipas, State of Mexico and Oaxaca. Each state presents different levels of social well-being. The study participants were selected using the snowball method. In total, 41 in-depth interviews were carried out, which were analyzed with a thematic analysis approach. Findings: Results show that older people’s SWB is related to different elements like family bonds, having good physical and mental health, personal development and practicing religion. Research limitations/implications: Results represent experiences only for people interviewed in the states in which interviews were conducted, not representing national scope. Future studies can expand the territorial scope to have a higher comprehension regarding SWB in older adults. Originality/value: These findings have implications in the design of public policies and programs, for improving the delivery of social and economic services to older adults within the Mexican context.",20428766 14717794,Quality in Ageing and Older Adults
10.4067/s0718-34022023000200101,NA,NA,NA,NA,NA,NA,NA
10.34096/ps.n5.11005,NA,NA,NA,NA,NA,NA,NA
10.5354/0718-0527.2020.59350,2-s2.0-85112645850,1,Review,Housing system; Inhabiting experience; Meaning; Place; System/environment semantics,"At the end of 20th century was developed a theoretical-methodological perspective in Chile – where systems theory and phenomenology converge–to conceptualize and research residential habitats. We propose that systems theory contributed with the system/environment semantics to the definition of levels and dimensions of the so-called housing system (i.e. residentials or habitats systems) in the proposal developed by the Instituto de la Vivienda of the Universidad de Chile. This proposal was conceptually opened to the notion of ‘place’, which is a key reference to the architecture theory. This article concludes by describing the theoretical basis of the notion of ‘experience of inhabiting houses’ and highlighting its compatibility with systems theory.",07180527,Revista Mad
10.7764/psykhe.2023.73457,NA,NA,NA,NA,NA,NA,NA
10.18256/2175-5027.2024.v16i1.5173,NA,NA,NA,NA,NA,NA,NA
10.56754/2810-6598.2024.0005,NA,NA,NA,NA,NA,NA,NA
10.21615/CESP.13.3.8,2-s2.0-85104430629,1,Article,Adherence; Adolescents; Introducción; Psychotherapists; Psychotherapy drop out; Sexual abuse,"A high percentage of adolescents who attend psychotherapy due to se- xual abuse drop out of treatment, affecting the overcoming. There is little research on what precipitates desertion or promotes adherence in these cases. Aim: describe features of the consulting system and the psychotherapeutic process of adolescents who have been sexually abused who adhere and drop out of psychotherapy, in order to explore similarities and differences from the perspective of their psychotherapists. Methods: Semi-structured interviews were conducted with psychotherapists who attended 16 cases of adolescent victims of sexual abuse, 8 who deserted from psychotherapy and 8 who continued until discharge. Thematic narrative analysis of the interviews was developed. Results: the main similarities described were multi-problematic social and family contexts, personal resources in the adolescents and a positive psychotherapeutic relationship. Differences were focused on caretakers, who in the drop out cases showed low support and a more conflictive relationship with the adolescent, little involvement in psychotherapy and a poor relationship with the psychotherapist. Adolescents who deserted had consultation purposes not related with sexual abuse and low social integration, unlike those who adhered. Discussion: the phenomena of adherence and dropout of psychotherapy are complex and multifactorial. Along with factors associated with the consulting system, elements of the psychotherapeutic process that support adherence stand out, which can be addressed early in the process.",20113080,Revista CES Psicologia
10.1007/s12116-025-09480-4,2-s2.0-105022790590,1,Article,Authoritarianism; Democracy; Double transitions; Latin America; Neoliberalism; Political economy; Protest; Social movements,"We propose a novel conceptualization of predominant national “modes of protesting” to explain how the act of protest expresses historically specific forms of organizational intermediation. Using an original survey of demonstrators, we show that in the 2020s protesting in Argentina is primarily a collective and organic dynamic, while in Chile, it is commonly fragmented and privatized. To explain this contrast, we present historical narratives that focus on the length of the authoritarian regime and how the double transition to neoliberal economy and liberal democracy was pursued in each country, having the different sequence and timing of these processes diametrically opposite effects in the national modes of protesting. The collapse of the authoritarian regime and a division in democratic elites on the direction taken by the double transition may explain Argentina’s collective and organic national mode of protesting. The scattered sequence of pendular reforms that divided the political establishment in two projects and the disconnected timing of authoritarian repressive periods and neoliberal reforms may explain the preservation of a resilient movement-based tradition that had deeply penetrated Argentine society. Instead, in Chile, the modification of the national mode of protesting was a result of a constant sequence of reforms and a connected timing of authoritarianism and neoliberalism that destroyed 1970s organic networks, and a neoliberal democracy that kept the population weak and territorially fragmented, while a cohesive and insulated political establishment neutralized any reformist impetus. We discuss how the concept of modes of protesting opens a research agenda with implications for many countries and world regions.",19366167 00393606,Studies in Comparative International Development
10.17813/1086-671x-30-3-301,NA,NA,NA,NA,NA,NA,NA
10.12804/revistas.urosario.edu.co/desafios/des.v36i1,NA,NA,NA,NA,NA,NA,NA
10.12804/REVISTAS.UROSARIO.EDU.CO/DESAFIOS/A.14415,NA,NA,NA,NA,NA,NA,NA
https://doi.org/10.6092/issn.1971-8853/16816,NA,NA,NA,NA,NA,NA,NA
https://doi.org/10.1016/j.worlddev.2023.106213,NA,NA,NA,NA,NA,NA,NA
10.1177/1866802x221127712,2-s2.0-85139019767,9,Article,Chile; Collective action; COVID-19; grievances; protest,"The COVID-19 pandemic started in Chile as the country was experiencing massive protests and a deep political crisis. Sanitary measures restricting movement and gatherings were implemented while the process of constitutional change responding to this crisis developed. In this context of conflict, we study why people continued participating in street protests despite the restrictions and the health risks involved. Using two surveys, we test key factors addressed in extant scholarship: biographical availability, perceived risks, and grievances. We find that grievances related to the pandemic were the most important factor, while biographical availability was much less relevant in the pandemic context. There is no evidence that perceived health risks mattered when deciding whether to join a street protest or not. These results suggest that under conditions of political crisis, grievances related to the administration of the pandemic can motivate political participation even when the latter put people's health at risk.",18684890 1866802X,Journal of Politics in Latin America
10.35588/m50s1y63,NA,NA,NA,NA,NA,NA,NA
10.32735/S0718-6568/2025-N60-3717,NA,NA,NA,NA,NA,NA,NA
10.12973/ijem.10.1.801,NA,NA,NA,NA,NA,NA,NA
10.29344/2318650x.1.3376,NA,NA,NA,NA,NA,NA,NA
10.25054/26196077.3092,NA,NA,NA,NA,NA,NA,NA
10.1590/1807-0310/2022v34252086-en,NA,NA,NA,NA,NA,NA,NA
10.5354/2735-6620.2021.61580,NA,NA,NA,NA,NA,NA,NA
10.22201/iisue.24486167e.2021.173.59942,2-s2.0-85111508463,5,Article,Education system; Human rights; Inclusive education; Sex differences; Sex discrimination,"Despite the recent increase in public concern for the inclusion of sexually dissident people at the school level, in Chilean schools these students are still victims of bullying and violence. Moreover, these practices are not only perpetrated by their peers but also by the professors and administrative staff. The educational environment still develops within a binary, heteronormative and patriarchal frame, which has both direct and symbolic effects in the way LGBTQ+ children are treated in their daily life. In recent years, this has become especially noticeable in transgender children. Through a qualitative research, this paper reveals the rejection, harassment and violence experienced by trans children at school as well as the negative consequences of these experiences in their life trajectory and in their self-identification and subjectivation processes. It was also observed that trans children are subject to different forms of control, discipline and normalization at school than those of cisgender children.",24486167 01852698,Perfiles Educativos
10.22355/exaequo.2021.43.10,2-s2.0-85111690869,7,Article,Gender identity; Health; Public policy; Sexual behaviour; Sexual diversity,"Public policies on non-heterosexual sexualities in Chile have shifted from an intentional invisibility to a recent focus on the identity of LGBTI+ people. After the dictatorship, the category of “sexual diversity” in health became gradually acknowledged as a right, at the same time that regulations were established about legitimate practices of making/being for LGBTI+ people. Through a discourse analysis of health regulations, plans and guidelines, we present an historical analysis of the way in which views about sexual orientation and gender identity have evolved in this area from the end of the dictatorship (1990) to the present. Three forms of action have emerged over time: a) invisibility as a norm or “policy of non-policy”; b) a problematic construction of sexual orientation and gender identity; c) identity overspecification of public health policies.",21840385 08745560,Ex Aequo
10.4067/s0719-09482021000100129,2-s2.0-85124134544,9,Article,Iquique; Migrant childhood; poly-victimization,"Based on the dialogue between the perspectives of poly-victimization and intersectionality, this article identifies experiences of multiple victimizations suffered by migrant children living in the coastal city of Iquique in northern Chile, while examining the strategies of agency that they use to confront them. In-depth interviews were conducted with migrant children, their families and public service professionals who work with young people. The results show how migrant children experience victimizations simultaneously in their schools and neighbourhoods, as well as in their families. We conclude that multiple nationalist, xenophobic, racist and adult-centred practices and discourses generate social subordination that makes migrant children subjects exposed to violence. However, far from remaining in the condition of victims, they have developed different strategies of resistance.",07190948 07182910,Si Somos Americanos
10.5007/1980-4512.2021.e72706,NA,NA,NA,NA,NA,NA,NA
10.14507/EPAA.29.5953,2-s2.0-85120699820,5,Article,Heterocisnormativity; LGTB+; Sexism; Sexual education; Sexualities,"In recent years, the visibility of LGTB+ people and groups in the educational field in Chile has increased. Demands related to sexual diversity in education are usually articulated around the idea of inclusion of LGTB+ students. In this article we analyze discourses and practices regarding LGTB+ inclusion in the Chilean public educational system, based on individual and group interviews conducted between 2018 and 2019 with diversity practitioners and students in the regions of Santiago, Valparaíso, and Concepción. Our objective is to problematize liberal uses of inclusion and its negative effects when it comes to affirming and effectively supporting sexual diversity and dissidence at school. The main results of the discourse analysis are presented in four axes: tensions in the implementation of educational practices of inclusion; moral panics and heterocisnormative fixations; identarian and reductionist interventions; and destabilizing borders through LGTB+ activisms.",10682341,Education Policy Analysis Archives
10.51188/rrts.num23.403,NA,NA,NA,NA,NA,NA,NA
10.5354/0719-529x.2020.58645,NA,NA,NA,NA,NA,NA,NA
10.14198/dissoc.14.2.2,NA,NA,NA,NA,NA,NA,NA
10.5209/soci.69619,NA,NA,NA,NA,NA,NA,NA
10.33595/2226-1478.16.3.1339,NA,NA,NA,NA,NA,NA,NA
10.5354/0719-6296.2024.73176,NA,NA,NA,NA,NA,NA,NA
10.1080/2159032x.2022.2110375,2-s2.0-85136231235,6,Article,Aymara; Chile; Climate change; Critical heritage studies; Environmental social science‌; Indigenous heritage; Indigenous Studies‌; Quechua,"Climate change has become the largest threat to cultural heritage in the twenty-first century. While it is known that the world’s most vulnerable populations, including Indigenous peoples, will disproportionately face the effects of climate change, there is less knowledge of the wider cultural frameworks that influence Indigenous understandings of climate change. This article seeks to understand the local perceptions of natural and anthropogenic climate change and its impact on heritage among contemporary indigenous or originario peoples in small oases in the Atacama Desert of Chile’s Tarapacá region. Theories from critical heritage studies are used to explore the impacts of both anthropogenic and natural climate change on what is understood as Indigenous heritage. The authors examine how these changes have intersected with national and regional socio-political events in the past century to impact contemporary Indigenous identities in the communities of Pica and Matilla. Semi-structured interviews and oral histories were discontinuously conducted between March 2016 and April 2018 and included lay Aymara and Quechua community members as well as the representatives of local organizations such as Neighbour Councils and Indigenous Development Areas (ADIs) in the communities. These accounts illustrate how recent climate change is being used as a rhetorical device to facilitate the revitalization and regeneration of local ethnicities in northern Chile today. Furthermore, the article demonstrates the value of originario knowledge in understanding the nuances of local cultural context and how essential it is in the implementation of environmental and heritage policies in the wider Chilean context.",21590338 2159032X,Heritage and Society
10.53689/pa.v2i1.14,NA,NA,NA,NA,NA,NA,NA
10.1098/rsfs.2020.0085,2-s2.0-85113874664,10,Article,Australopithecus africanus; dental biomechanics; hominin evolution; Paranthropus robustus; three-dimensional printing,"Diet is a driving force in human evolution. Two species of Plio-Pleistocene hominins, Paranthropus robustus and Australopithecus africanus, have derived craniomandibular and dental morphologies which are often interpreted as P. robustus having a more biomechanically challenging diet. While dietary reconstructions based on dental microwear generally support this, they show extensive dietary overlap between species, and craniomandibular and dental biomechanical analyses can yield contradictory results. Using methods from anthropology and engineering (i.e. anthroengineering), we quantified the molar biomechanical performance of these hominins to investigate possible dietary differences between them. Thirty-one lower second molars were 3D printed and used to fracture gelatine blocks, and Bayesian generalized linear models were used to investigate the relationship between species and tooth wear, size and shape, and biomechanical performance. Our results demonstrate that P. robustus required more force and energy to fracture blocks but had a higher force transmission rate. Considering previous dietary reconstructions, we propose three evolutionary scenarios concerning the dietary ecologies of these hominins. These evolutionary scenarios cannot be reached by investigating morphological differences in isolation, but require combining several lines of evidence. This highlights the need for a holistic approach to reconstructing hominin dietary ecology.",20428901 20428898,Interface Focus
10.1007/s12520-021-01342-z,2-s2.0-85107046107,7,Article,Ivory Coast; Micro-remains; Plant consumption; Plants; Rainforest; Taphonomy,"In recent years, new applications of microremain dietary analysis using dental calculus as a source of dietary data on ancient human subsistence and behaviours have accelerated. The dental calculus of contemporary human and non-human populations with known diets have been used as reference datasets, including the chimpanzees of Taï National Park (Côte d'Ivoire), but explaining the preservation mechanism involved is challenged by our incomplete knowledge of the microremain content within the diets of these reference populations and our rudimentary information on microremain incorporation into dental calculus. Here, we analyse phytoliths in faecal samples to assess to what extent plant phytoliths of a diet are reflected in the dental calculus as well as in the egested faeces. In this study, we identify and document the faecal phytolith assemblages as an indicator of plant consumption in two Western chimpanzees of the Taï National Park (Côte d'Ivoire) before (wet season), during (dry season) and after (dry season) a dust-rich period. Moreover, observational dietary records of these two individuals were compiled to improve the interpretability of this dental calculus phytolith dataset. The faecal phytolith assemblages vary significantly across samples in terms of abundance and diversity. The most common phytolith morphotypes were eudicot plates, single-cell and multi-cell tracheids, monocot rugulose and echinate spheroids and, to a lesser extent, unspecified thick and thin elongates. High loads of grit and other micro-remains (e.g. diatoms) are found during the dry period. Using observational dietary records as a starting point and our faecal results as a terminus, we consider how dental calculus can accumulate phytoliths. Our findings enable identification of the phytolith morphotypes that are under-represented in dental calculus, which is highly informative for future dental calculus research strategies.",18669565 18669557,Archaeological and Anthropological Sciences
10.1371/journal.pone.0251309,2-s2.0-85105643009,11,Article,NA,"Dental wear analyses have been widely used to interpret the dietary ecology in primates. However, it remains unclear to what extent a combination of wear analyses acting at distinct temporal scales can be beneficial in interpreting the tooth use of primates with a high variation in their intraspecific dietary ecology. Here, we combine macroscopic tooth wear (occlusal fingerprint analysis, long-term signals) with microscopic 3D surface textures (short-term signals) exploring the tooth use of a historical western chimpanzee population from northeastern Liberia with no detailed dietary records. We compare our results to previously published tooth wear and feeding data of the extant and continually monitored chimpanzees of Taї National Park in Ivory Coast. Macroscopic tooth wear results from molar wear facets of the Liberian population indicate only slightly less wear when compared to the Taї population. This suggests similar long-term feeding behavior between both populations. In contrast, 3D surface texture results show that Liberian chimpanzees have many and small microscopic wear facet features that group them with those Taї chimpanzees that knowingly died during dry periods. This coincides with historical accounts, which indicate that local tribes poached and butchered the Liberian specimens during dust-rich dry periods. In addition, Liberian females and males differ somewhat in their 3D surface textures, with females having more microscopic peaks, smaller hill and dale areas and slightly rougher wear facet surfaces than males. This suggests a higher consumption of insects in Liberian females compared to males, based on similar 3D surface texture patterns previously reported for Taї chimpanzees. Our study opens new options for uncovering details of feeding behaviors of chimpanzees and other living and fossil primates, with macroscopic tooth wear tracing the long-term dietary and environmental history of a single population and microscopic tooth wear addressing short-term changes (e.g. seasonality).",19326203,PLoS ONE
10.5354/0719-1472.2025.79328,NA,NA,NA,NA,NA,NA,NA
10.4067/s0717-73562023005000501,2-s2.0-85168571154,2,Article,Agriculture intensification; Inca; maize; political economy,"We analyze changes in surplus management and agricultural production generated by the integration of the Western Valleys with Tawantinsuyu, based on an analysis of the storage infrastructure in three settlements in the Lluta and Azapa valleys. By examining the construction techniques, spatial organization, contents, and chronology of these architectures, we explore the technology of underground storage in the valleys and discuss the development of a community management system rooted in a process of productive intensification. We suggest that during the Late Intermediate Period, community storage in these settlements began in public spaces, as part of a local agricultural production management system, mostly of maize but supplemented with beans, tubers, and fish, driven mainly by populations living in the valleys and foothills. These local systems, centralization, and productive specialization around maize reached a peak during the Late period, because of the Inca political intervention, in parallel with the establishment of state storage systems in the foothills.",07177356 07161182,Chungara
10.4067/s0718-34022023000300107,2-s2.0-85186200714,3,Article,agro-hydraulic features; Andean cultures; corporative labor; Prehispanic technologies; Tarapaca,"In this paper, we critically discuss the direct and absolute relationship that has been established in the Andes between agro-hydraulic development, social complexity, and centralized power, based on the archaeological and ethnographic evidence related to agricultural and hydraulic features preserved in Pampa Iluga (Tarapacá, Chile), particularly around the Iluga Túmulos site. Our analysis brings up to date a material and historical memory, challenging the classical vision that has underestimated the role of corporate work and decentralized community organizations. This is consistent with current perspectives that view these organizations as agents of change, capable of developing their own large-scale, long-term agricultural projects, as has been the case in the hyperarid lowlands of the Atacama Desert. Complementarily, these memories allow us to highlight the ontological dimension of this indigenous agriculture, granting agency to other non-human entities with whom humans are closely intertwined and coordinated in the construction of this Tarapacan landscape. This creates an intricate socio-natural and temporal assemblage in which any attempt to separate nature from culture is a fruitless task.",07183402 03798682,Revista de Geografia Norte Grande
10.14198/dissoc.19.2.5,NA,NA,NA,NA,NA,NA,NA
10.5565/rev/athenea.3143,2-s2.0-85152008466,0,Article,Family; Motherhood; Revolutionary Militancy; Transition; Women,"The memories of militants from leftist, revolutionary organizations that remained active after the Pinochet dictatorship emphasize how motherhood and family bonds affected women’s practices in their organizations during the Chilean transition. Through interviews with ex militants from the Movimiento de Izquierda Revolucionario (MIR), Lautaro, and Movimiento Patriótico Manuel Rodríguez Autónomo, we analyze how “motherhood” and “family” not only reproduced traditional imaginaries, but also promoted strategic possibilities of action, agency and resistance. This was the case both for those who resisted the new transitional democratic pact in their organizations and ex organizations, as well as for those who remained incarcerated as political prisoners. Additionally, we also propose that an “affective solidarity” was created, between militant and non-militant women, in some specific contexts",15788946,Athenea Digital
10.25054/26196077.3459,NA,NA,NA,NA,NA,NA,NA
10.22201/fcpys.2448492xe.2020.239.69405,2-s2.0-85086038469,9,Article,Bibliographic Review; Memorial Model; Politics of Memory,"The study of policies of memory regarding human rights violations in military dictatorships, armed conflicts and civil wars in recent world history has had an important boom in recent decades, constituting grounds for symbolic disputes. The objective of this text was to conduct a bibliographic review of the work that has been developed around official and unofficial memory policies in the last ten years. The search yielded a result of 128 publications in databases such as scopus, ebsco, wos, Science Direct, Scielo and Dialnet. The analysis of these publications allowed for the identification of conceptualizations, characterizations and theoretical approaches around memory policies. The presence of a memorial model centered on victims is discussed, their stories being the most prominent in memory policies and their pain being the main asset for their construction.",2448492X 01851918,Revista Mexicana de Ciencias Politicas y Sociales
10.4067/s0718-48082024000300331,2-s2.0-85216428814,0,Article,case formulation; collaborative empiricism; mental health; Practice-based research,"The present article evaluates the relation among empirically collaborative conceptualization, its level of adjustment and clinically significant change in patients. A quantitative study with a repeated measures within-subjects design was carried out with the participation of 56 adult patients. The Clinical Outcomes in Routine Evaluation-Outcome Measure (CORE-OM), whose dimensions are Subjective Well-being, Problems and Symptoms, General Functioning and Risk, and the Ad-Hoc Questionnaire of Degree of Adjustment Conceptualization and Perception of Change (GA-PC) were applied. The results show statistically significant differences in all dimensions of the CORE-OM. Likewise, 61% of the consultants presented clinically significant changes at the sixth session of the treatment. These changes are correlated with the degree of agreement on the coherence of the conceptualization with the demand, the usefulness for the understanding of the demand, the perceived emotional change, the sense of relief experienced and the progress in facing their problems. The empirically collaborative conceptualization process, and its optimal degree of adjustment for the client, contribute to clinical change in a short period of time, and can be configured as a therapeutic intervention in itself.",07184808 07166184,Terapia Psicologica
10.5354/0719-0581.2024.77244,NA,NA,NA,NA,NA,NA,NA
10.61604/typ.v1i43.309,NA,NA,NA,NA,NA,NA,NA
10.54871/cl4c400d,NA,NA,NA,NA,NA,NA,NA
10.1590/1807-0310/2022v34252029,2-s2.0-85143789920,1,Article,Chile’s recent past; Everyday life; Memory; Politics; Young people,"Memory politics have been studied from the social sciences mainly in institutional environments, but their approach in everyday life perspective is scarce. This article contributes to this perspective by presenting the results of a study that sought to understand the construction of memories of Chile’s recent past (1970-1990) and its political effects from the daily lives of young people. Interviews were carried out with 33 young people selected from different socioeconomic levels, ideological positions and ties in relation to the conflict of political repression experienced during the military dictatorship. From the discursively analyzed material, it is evident that, for young people, conversations with family members are fundamental spaces for making memory, where their position is mediated by being considered not a legitimate voice to remember a past not directly experienced by them. In the same way, the memories built by young people are characterized by fragmentation and connection with everyday life. It is concluded that although the above has implied in depoliticizing memory, it also potentially installs its politicization.",18070310 01027182,Psicologia e Sociedade
DOI:10.11156/aibr.160107,2-s2.0-85101576399,2,Article,Conflicts of the present; Critical neighborhood; Emblematic neighborhood; Local memory; Memory transmission,"Memory studies in Latin America have focused on understanding the form in which societies remember and transmit the violence perpetrated by the dictatorships that affected the region between 1970 and 1990. In this regard, more recent research has recognized the need to focus on local territories. In this context, studies on “emblematic” neighborhoods have emerged in Chile given the active role of these urban territories during the resistance against the dictatorship. However, not enough attention has been paid to what and how the past is transmitted considering that these territories face not only past but also present violence, such as police harassment or drug trafficking. This research contributes to this field. Based on a 3-year ethnographic study (2016-2018), the article analyzes the date produced in one of the observation settings — the “Heritage Day” — organized in an emblematic population of Santiago labeled by the State as a “critical neighborhood” for its levels of violence and social conflict. The analysis shows how memory transmission, in this case, operates as an intervention mechanism, overlooking and marginalizing lifestyles and closing the debate about different forms to live.",15789705 16959752,AIBR Revista de Antropologia Iberoamericana
10.15446/bitacora.v31n1.87679,2-s2.0-85105096228,2,Article,City; Collective memory; Community; Dictatorship,"This article analyzes the social and political effects of memory production in building community and strenghtegning identity in peripheral and segregated neighborhoods of Santiago. From a qualitative study that considers the analysis of 55 interviews with young people that live in some of these territories and participant observation of commemorative activities of the coup d'état carried out on September 11, we examine different repertoires to commemorate Chile's recent past through which these young people interact and produce the space. On the one hand, these repertoires of remembering generate spaces for participation, strengthening the sense of territorial belonging, and on the other, trigger conflicts towards the interior and exterior of these neighborhoods that can reproduce experiences of segregation. The article concludes by illustrating the complexity of the construction of communities in these historically segregated territories.",2027145X 01247913,Bitacora Urbano Territorial
10.32457/ejpad.v13.3715,NA,NA,NA,NA,NA,NA,NA
10.56294/mw2025684,NA,NA,NA,NA,NA,NA,NA
10.21865/ridep71.1.07,2-s2.0-85186559568,4,Article,factor analysis; gender; heteronormativity; LGBT+; university students,"The aim of this research was to test the psychometric properties of the Heteronormative Attitudes and Beliefs Scale (HABS) in Spanish, through two studies with university samples from central-southern Chile. In study 1, 552 university students from Temuco answered the HABS online. An exploratory and confirmatory factor analysis was performed, as well as a construct validity analysis by groups differentiated by gender and sexual orientation. In study 2, 374 university students from Talca, Rancagua, Valparaíso and Santiago participated, and the confirmatory factor analysis and construct validity analysis were replicated. Both studies show the two-dimensional structure of the HABS in Spanish divided into eight items. Heteronormativity scores varied by gender and sexual orientation. The HABS-8 shows acceptable reliability and validity for measuring heteronormativity in young adults. Studies are suggested to strengthen this scale and research on heteronormativity.",21836051 11353848,Revista Iberoamericana de Diagnostico y Evaluacion Psicologica
10.5354/0719-0527.2022.70849,NA,NA,NA,NA,NA,NA,NA
10.4067/S0718-23762022000200519,2-s2.0-85147691521,1,Article,Atmospheric pollution; communication; press media; public politics; science,"Air pollution has become a central issue in recent decades. The present research aims to examine how the press media construct the problem of air pollution in the Metropolitan Region, Chile. To this end, news related to air pollution in the Metropolitan Region published in the digital sites of El Mercurio and La Nación between 2003 and 2018 were analyzed, assessing their closeness with respect to the construction of air pollution in science (assessed by analyzing publications on the topic indexed in Web of Science) and in politics (assessed by analyzing the Atmospheric Prevention and Decontamination Plans). The results suggest the existence of four different interpretative frameworks in the period that operate by selectively translating the results of scientific research into inputs for public policy, thus forming an idiosyncratic construction of the causes, consequences, and solutions to pollution.",07182376 0716498X,Universum
10.32991/2237-2717.2021v11i3.p149-177,2-s2.0-85122626736,6,Article,Air pollution; History of science; Public policies,"The purpose of this research is to analyze the origins of the public policy to combat atmospheric pollution in Santiago de Chile and, in particular, the role played by scientists in this process. In order to achieve this objective, legislative documentary sources, notes from the newspaper ""El Mercurio"" and scientific publications between 1961 and 1978 were examined, applying a mixed content analysis. The results suggest that the experts, making use of their national and international networks, were able to turn air quality into a problem of national interest that had to be solved through the elaboration of an integral regulation validated by the results of academic research and legitimized by an incipient social demand in the same sense. This led to the formation of successive technical-political commissions that undertook the task of understanding the air pollution problem and proposing measures for its resolution. Despite the early enactment of specific legislation, the evidence indicates that the complexity of the pollution problem exceeded the technical-political capacity of the State to solve the problem effectively, which has extended to the present.",22372717,Historia Ambiental Latinoamericana y Caribena
10.7764/PEL.58.1.2021.10,2-s2.0-85120050280,1,Article,Higher education; Innovation; Knowledge society; Transdiscipline; Universidad de Chile,"Amidst contemporary social transformations, including the new role adopted by universities, transdisciplinarity has been gaining increasing recognition as an approach to understanding phenomena that cannot be addressed by the traditional model of disciplinary specialization: these include climate change, inequality, or, more recently, pandemics. However, there is little study of specific experiences that help to understand the implications, purpose, and challenges of adopting a transdisciplinary approach in universities. In order to reduce this gap, this article analyses the results of a participatory dialogue carried out in Universidad de Chile, examining different narratives regarding the emergence of transdisciplinarity and the associated opportunities and obstacles. These, in turn, relate to the historical, organizational, and cultural dynamics of the trajectory adopted by this institution, and the higher education sector in general, in the country: i) the social commitment, inscribed in the tradition and academic mission of the public university; ii) a promise of novelty, innovation, and transformation of scientific and academic work, associated with the emerging model of an entrepreneurial university; and, iii) the growing demand for a profound reform of the higher education system in the country.",07190409 07171013,Pensamiento Educativo
10.7202/1120183ar,NA,NA,NA,NA,NA,NA,NA
10.5354/0719-1472.2023.71706,NA,NA,NA,NA,NA,NA,NA
10.11588/XXI.2023.2.96035,NA,NA,NA,NA,NA,NA,NA
10.54802/r.esp.n1.2025.162,NA,NA,NA,NA,NA,NA,NA
10.5007/2175-8034.2024.e96380,NA,NA,NA,NA,NA,NA,NA
10.1590/2358-28982024e18728e,NA,NA,NA,NA,NA,NA,NA
10.1590/2358-28982024e18728p,NA,NA,NA,NA,NA,NA,NA
